Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"STZ","CONSTELLATION BRANDS INC CLASS A","Equity","0.12","204.72","103,707.00","21,230,897.04","21,230,897.04","Consumer Staples","2170473","US21036P1084","New York Stock Exchange Inc."
"KHC","KRAFT HEINZ","Equity","0.12","53.31","397,020.00","21,165,136.20","21,165,136.20","Consumer Staples","BYRY499","US5007541064","NASDAQ"
"BAX","BAXTER INTERNATIONAL INC","Equity","0.12","63.87","329,631.00","21,053,531.97","21,053,531.97","Health Care","2085102","US0718131099","New York Stock Exchange Inc."
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Equity","0.12","34.48","608,881.00","20,994,216.88","20,994,216.88","Industrials","BY7QL61","IE00BY7QL619","New York Stock Exchange Inc."
"SYY","SYSCO CORP","Equity","0.12","66.56","314,530.00","20,935,116.80","20,935,116.80","Consumer Staples","2868165","US8718291078","New York Stock Exchange Inc."
"DG","DOLLAR GENERAL CORP","Equity","0.12","117.53","177,524.00","20,864,395.72","20,864,395.72","Consumer Discretionary","B5B1S13","US2566771059","New York Stock Exchange Inc."
"USD","USD CASH","Cash","0.12","100.00","20,509,760.00","20,509,759.88","20,509,759.88","Cash and/or Derivatives","-","-","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Equity","0.12","96.53","212,216.00","20,485,210.48","20,485,210.48","Materials","B3SPXZ3","NL0009434992","New York Stock Exchange Inc."
"WMB","WILLIAMS INC","Equity","0.12","25.55","800,266.00","20,446,796.30","20,446,796.30","Energy","2967181","US9694571004","New York Stock Exchange Inc."
"EQIX","EQUINIX REIT INC","Equity","0.12","389.48","52,424.00","20,418,099.52","20,418,099.52","Real Estate","BVLZX12","US29444U7000","NASDAQ"
"ADSK","AUTODESK INC","Equity","0.12","140.61","145,010.00","20,389,856.10","20,389,856.10","Information Technology","2065159","US0527691069","NASDAQ"
"HAL","HALLIBURTON","Equity","0.12","35.37","575,040.00","20,339,164.80","20,339,164.80","Energy","2405302","US4062161017","New York Stock Exchange Inc."
"EL","ESTEE LAUDER INC CLASS A","Equity","0.12","141.69","143,354.00","20,311,828.26","20,311,828.26","Consumer Staples","2320524","US5184391044","New York Stock Exchange Inc."
"RHT","RED HAT INC","Equity","0.12","173.64","116,441.00","20,218,815.24","20,218,815.24","Information Technology","2447218","US7565771026","New York Stock Exchange Inc."
"PSA","PUBLIC STORAGE REIT","Equity","0.11","205.04","97,847.00","20,062,548.88","20,062,548.88","Real Estate","2852533","US74460D1090","New York Stock Exchange Inc."
"ROP","ROPER TECHNOLOGIES INC","Equity","0.11","296.53","67,190.00","19,923,850.70","19,923,850.70","Industrials","2749602","US7766961061","New York Stock Exchange Inc."
"APC","ANADARKO PETROLEUM CORP","Equity","0.11","57.79","340,257.00","19,663,452.03","19,663,452.03","Energy","2032380","US0325111070","New York Stock Exchange Inc."
"STI","SUNTRUST BANKS INC","Equity","0.11","63.34","306,910.00","19,439,679.40","19,439,679.40","Financials","2860990","US8679141031","New York Stock Exchange Inc."
"CNC","CENTENE CORP","Equity","0.11","143.65","134,077.00","19,260,161.05","19,260,161.05","Health Care","2807061","US15135B1017","New York Stock Exchange Inc."
"NXPI","NXP SEMICONDUCTORS NV","Equity","0.11","84.62","227,192.00","19,224,987.04","19,224,987.04","Information Technology","B505PN7","NL0009538784","NASDAQ"
"YUM","YUM BRANDS INC","Equity","0.11","90.46","210,706.00","19,060,464.76","19,060,464.76","Consumer Discretionary","2098876","US9884981013","New York Stock Exchange Inc."
"REGN","REGENERON PHARMACEUTICALS INC","Equity","0.11","363.34","52,437.00","19,052,459.58","19,052,459.58","Health Care","2730190","US75886F1075","NASDAQ"
"EA","ELECTRONIC ARTS INC","Equity","0.11","93.87","198,342.00","18,618,363.54","18,618,363.54","Communication","2310194","US2855121099","NASDAQ"
"EBAY","EBAY INC","Equity","0.11","29.84","617,906.00","18,438,315.04","18,438,315.04","Consumer Discretionary","2293819","US2786421030","NASDAQ"
"VFC","VF CORP","Equity","0.11","86.61","212,823.00","18,432,600.03","18,432,600.03","Consumer Discretionary","2928683","US9182041080","New York Stock Exchange Inc."
"ORLY","OREILLY AUTOMOTIVE INC","Equity","0.11","353.44","52,013.00","18,383,474.72","18,383,474.72","Consumer Discretionary","B65LWX6","US67103H1077","NASDAQ"
"LUV","SOUTHWEST AIRLINES","Equity","0.10","52.72","347,739.00","18,332,800.08","18,332,800.08","Industrials","2831543","US8447411088","New York Stock Exchange Inc."
"STT","STATE STREET CORP","Equity","0.10","73.34","247,142.00","18,125,394.28","18,125,394.28","Financials","2842040","US8574771031","New York Stock Exchange Inc."
"GLW","CORNING INC","Equity","0.10","34.10","529,296.00","18,048,993.60","18,048,993.60","Information Technology","2224701","US2193501051","New York Stock Exchange Inc."
"ALXN","ALEXION PHARMACEUTICALS INC","Equity","0.10","127.18","141,244.00","17,963,411.92","17,963,411.92","Health Care","2036070","US0153511094","NASDAQ"
"APH","AMPHENOL CORP CLASS A","Equity","0.10","92.23","194,690.00","17,956,258.70","17,956,258.70","Information Technology","2145084","US0320951017","New York Stock Exchange Inc."
"WP","WORLDPAY INC CLASS A","Equity","0.10","91.13","196,911.00","17,944,499.43","17,944,499.43","Information Technology","BF8D8T0","US9815581098","New York Stock Exchange Inc."
"ADM","ARCHER DANIELS MIDLAND","Equity","0.10","48.57","368,694.00","17,907,467.58","17,907,467.58","Consumer Staples","2047317","US0394831020","New York Stock Exchange Inc."
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Equity","0.10","52.97","332,122.00","17,592,502.34","17,592,502.34","Utilities","2707677","US7445731067","New York Stock Exchange Inc."
"MCK","MCKESSON CORP","Equity","0.10","132.57","132,362.00","17,547,230.34","17,547,230.34","Health Care","2378534","US58155Q1031","New York Stock Exchange Inc."
"CXO","CONCHO RESOURCES INC","Equity","0.10","136.25","128,296.00","17,480,330.00","17,480,330.00","Energy","B1YWRK7","US20605P1012","New York Stock Exchange Inc."
"PXD","PIONEER NATURAL RESOURCE","Equity","0.10","156.51","111,321.00","17,422,849.71","17,422,849.71","Energy","2690830","US7237871071","New York Stock Exchange Inc."
"GIS","GENERAL MILLS INC","Equity","0.10","44.44","391,526.00","17,399,415.44","17,399,415.44","Consumer Staples","2367026","US3703341046","New York Stock Exchange Inc."
"OKE","ONEOK INC","Equity","0.10","63.97","270,718.00","17,317,830.46","17,317,830.46","Energy","2130109","US6826801036","New York Stock Exchange Inc."
"PPG","PPG INDUSTRIES INC","Equity","0.10","108.67","159,057.00","17,284,724.19","17,284,724.19","Materials","2698470","US6935061076","New York Stock Exchange Inc."
"MCO","MOODYS CORP","Equity","0.10","155.34","109,549.00","17,017,341.66","17,017,341.66","Financials","2252058","US6153691059","New York Stock Exchange Inc."
"WELL","WELLTOWER INC","Equity","0.10","68.58","244,803.00","16,788,589.74","16,788,589.74","Real Estate","BYVYHH4","US95040Q1040","New York Stock Exchange Inc."
"IR","INGERSOLL RAND PLC","Equity","0.10","103.55","161,627.00","16,736,475.85","16,736,475.85","Industrials","B633030","IE00B6330302","New York Stock Exchange Inc."
"XEL","XCEL ENERGY INC","Equity","0.10","49.33","337,593.00","16,653,462.69","16,653,462.69","Utilities","2614807","US98389B1008","NASDAQ"
"AVB","AVALONBAY COMMUNITIES REIT INC","Equity","0.09","182.21","90,883.00","16,559,791.43","16,559,791.43","Real Estate","2131179","US0534841012","New York Stock Exchange Inc."
"KR","KROGER","Equity","0.09","31.35","526,352.00","16,501,135.20","16,501,135.20","Consumer Staples","2497406","US5010441013","New York Stock Exchange Inc."
"PCG","PG&E CORP","Equity","0.09","47.80","341,654.00","16,331,061.20","16,331,061.20","Utilities","2689560","US69331C1080","New York Stock Exchange Inc."
"HPE","HEWLETT PACKARD ENTERPRISE","Equity","0.09","16.25","1,004,587.00","16,324,538.75","16,324,538.75","Information Technology","BYVYWS0","US42824C1099","New York Stock Exchange Inc."
"DFS","DISCOVER FINANCIAL SERVICES","Equity","0.09","71.21","226,880.00","16,156,124.80","16,156,124.80","Financials","B1YLC43","US2547091080","New York Stock Exchange Inc."
"ZBH","ZIMMER BIOMET HOLDINGS INC","Equity","0.09","119.22","134,830.00","16,074,432.60","16,074,432.60","Health Care","2783815","US98956P1021","New York Stock Exchange Inc."
"ED","CONSOLIDATED EDISON INC","Equity","0.09","78.17","204,862.00","16,014,062.54","16,014,062.54","Utilities","2216850","US2091151041","New York Stock Exchange Inc."
"MTB","M&T BANK CORP","Equity","0.09","167.37","95,535.00","15,989,692.95","15,989,692.95","Financials","2340168","US55261F1049","New York Stock Exchange Inc."
"TWTR","TWITTER INC","Equity","0.09","34.18","467,090.00","15,965,136.20","15,965,136.20","Communication","BFLR866","US90184L1026","New York Stock Exchange Inc."
"EQR","EQUITY RESIDENTIAL REIT","Equity","0.09","67.30","237,206.00","15,963,963.80","15,963,963.80","Real Estate","2319157","US29476L1070","New York Stock Exchange Inc."
"LRCX","LAM RESEARCH CORP","Equity","0.09","151.68","103,481.00","15,695,998.08","15,695,998.08","Information Technology","2502247","US5128071082","NASDAQ"
"CCL","CARNIVAL CORP","Equity","0.09","58.12","267,568.00","15,551,052.16","15,551,052.16","Consumer Discretionary","2523044","PA1436583006","New York Stock Exchange Inc."
"TROW","T ROWE PRICE GROUP INC","Equity","0.09","99.89","155,382.00","15,521,107.98","15,521,107.98","Financials","2702337","US74144T1088","NASDAQ"
"FOX","TWENTY-FIRST CENTURY FOX INC CLASS","Equity","0.09","47.47","322,887.00","15,327,445.89","15,327,445.89","Communication","BBM4S80","US90130A2006","NASDAQ"
"DLR","DIGITAL REALTY TRUST REIT INC TRUS","Equity","0.09","112.00","135,229.00","15,145,648.00","15,145,648.00","Real Estate","B03GQS4","US2538681030","New York Stock Exchange Inc."
"PH","PARKER-HANNIFIN CORP","Equity","0.09","171.00","88,028.00","15,052,788.00","15,052,788.00","Industrials","2671501","US7010941042","New York Stock Exchange Inc."
"UAL","UNITED CONTINENTAL HOLDINGS INC","Equity","0.09","92.56","161,530.00","14,951,216.80","14,951,216.80","Industrials","B4QG225","US9100471096","NASDAQ"
"FTV","FORTIVE CORP","Equity","0.09","76.89","194,101.00","14,924,425.89","14,924,425.89","Industrials","BYT3MK1","US34959J1088","New York Stock Exchange Inc."
"CMI","CUMMINS INC","Equity","0.08","146.25","100,739.00","14,733,078.75","14,733,078.75","Industrials","2240202","US2310211063","New York Stock Exchange Inc."
"PAYX","PAYCHEX INC","Equity","0.08","69.00","211,191.00","14,572,179.00","14,572,179.00","Information Technology","2674458","US7043261079","NASDAQ"
"EIX","EDISON INTERNATIONAL","Equity","0.08","69.41","209,871.00","14,567,146.11","14,567,146.11","Utilities","2829515","US2810201077","New York Stock Exchange Inc."
"PPL","PPL CORP","Equity","0.08","31.46","462,698.00","14,556,479.08","14,556,479.08","Utilities","2680905","US69351T1060","New York Stock Exchange Inc."
"XLNX","XILINX INC","Equity","0.08","86.32","168,314.00","14,528,864.48","14,528,864.48","Information Technology","2985677","US9839191015","NASDAQ"
"NTAP","NETAPP INC","Equity","0.08","82.84","173,942.00","14,409,355.28","14,409,355.28","Information Technology","2630643","US64110D1046","NASDAQ"
"A","AGILENT TECHNOLOGIES INC","Equity","0.08","67.79","212,349.00","14,395,138.71","14,395,138.71","Health Care","2520153","US00846U1016","New York Stock Exchange Inc."
"WEC","WEC ENERGY GROUP INC","Equity","0.08","69.09","207,724.00","14,351,651.16","14,351,651.16","Utilities","BYY8XK8","US92939U1060","New York Stock Exchange Inc."
"MNST","MONSTER BEVERAGE CORP","Equity","0.08","54.14","264,772.00","14,334,756.08","14,334,756.08","Consumer Staples","BZ07BW4","US61174X1090","NASDAQ"
"COL","ROCKWELL COLLINS INC","Equity","0.08","132.57","107,651.00","14,271,293.07","14,271,293.07","Industrials","2767228","US7743411016","New York Stock Exchange Inc."
"SQ","SQUARE INC CLASS A","Equity","0.08","75.23","188,794.00","14,202,972.62","14,202,972.62","Information Technology","BYNZGK1","US8522341036","New York Stock Exchange Inc."
"TMUS","T MOBILE US INC","Equity","0.08","69.75","202,901.00","14,152,344.75","14,152,344.75","Communication","B94Q9V0","US8725901040","NASDAQ"
"ROK","ROCKWELL AUTOMATION INC","Equity","0.08","172.30","81,503.00","14,042,966.90","14,042,966.90","Industrials","2754060","US7739031091","New York Stock Exchange Inc."
"WDAY","WORKDAY INC CLASS A","Equity","0.08","145.99","95,660.00","13,965,403.40","13,965,403.40","Information Technology","B8K6ZD1","US98138H1014","NASDAQ"
"VTR","VENTAS REIT INC","Equity","0.08","59.51","234,117.00","13,932,302.67","13,932,302.67","Real Estate","2927925","US92276F1003","New York Stock Exchange Inc."
"WLTW","WILLIS TOWERS WATSON PLC","Equity","0.08","160.35","86,740.00","13,908,759.00","13,908,759.00","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ"
"DTE","DTE ENERGY","Equity","0.08","116.38","119,494.00","13,906,711.72","13,906,711.72","Utilities","2280220","US2333311072","New York Stock Exchange Inc."
"NTRS","NORTHERN TRUST CORP TRUST","Equity","0.08","99.10","139,804.00","13,854,576.40","13,854,576.40","Financials","2648668","US6658591044","NASDAQ"
"MSI","MOTOROLA SOLUTIONS INC","Equity","0.08","129.59","106,845.00","13,846,043.55","13,846,043.55","Information Technology","B5BKPQ4","US6200763075","New York Stock Exchange Inc."
"AZO","AUTOZONE INC","Equity","0.08","798.94","17,309.00","13,828,852.46","13,828,852.46","Consumer Discretionary","2065955","US0533321024","New York Stock Exchange Inc."
"DLTR","DOLLAR TREE INC","Equity","0.08","87.85","155,308.00","13,643,807.80","13,643,807.80","Consumer Discretionary","2272476","US2567461080","NASDAQ"
"WY","WEYERHAEUSER REIT","Equity","0.08","27.25","500,103.00","13,627,806.75","13,627,806.75","Real Estate","2958936","US9621661043","New York Stock Exchange Inc."
"INFO","IHS MARKIT LTD","Equity","0.08","53.78","253,428.00","13,629,357.84","13,629,357.84","Industrials","BD0Q558","BMG475671050","NASDAQ"
"PCAR","PACCAR INC","Equity","0.08","59.87","226,852.00","13,581,629.24","13,581,629.24","Industrials","2665861","US6937181088","NASDAQ"
"APTV","APTIV PLC","Equity","0.08","77.68","174,508.00","13,555,781.44","13,555,781.44","Consumer Discretionary","B783TY6","JE00B783TY65","New York Stock Exchange Inc."
"NUE","NUCOR CORP","Equity","0.08","64.12","211,026.00","13,530,987.12","13,530,987.12","Materials","2651086","US6703461052","New York Stock Exchange Inc."
"SYF","SYNCHRONY FINANCIAL","Equity","0.08","27.48","492,155.00","13,524,419.40","13,524,419.40","Financials","BP96PS6","US87165B1035","New York Stock Exchange Inc."
"IQV","IQVIA HOLDINGS INC","Equity","0.08","125.69","107,450.00","13,505,390.50","13,505,390.50","Health Care","BDR73G1","US46266C1053","New York Stock Exchange Inc."
"CLX","CLOROX","Equity","0.08","157.74","85,175.00","13,435,504.50","13,435,504.50","Consumer Staples","2204026","US1890541097","New York Stock Exchange Inc."
"ES","EVERSOURCE ENERGY","Equity","0.08","64.54","208,134.00","13,432,968.36","13,432,968.36","Utilities","BVVN4Q8","US30040W1080","New York Stock Exchange Inc."
"HLT","HILTON WORLDWIDE HOLDINGS INC","Equity","0.08","72.02","184,929.00","13,318,586.58","13,318,586.58","Consumer Discretionary","BYVMW06","US43300A2033","New York Stock Exchange Inc."
"CTL","CENTURYLINK INC","Equity","0.08","21.08","628,195.00","13,242,350.60","13,242,350.60","Communication","2185046","US1567001060","New York Stock Exchange Inc."
"SWK","STANLEY BLACK & DECKER INC","Equity","0.08","128.43","102,391.00","13,150,076.13","13,150,076.13","Industrials","B3Q2FJ4","US8545021011","New York Stock Exchange Inc."
"KEY","KEYCORP","Equity","0.07","18.74","697,546.00","13,072,012.04","13,072,012.04","Financials","2490911","US4932671088","New York Stock Exchange Inc."
"DVMT","DELL TECHNOLOGIES CLASS V INC","Equity","0.07","98.92","131,595.00","13,017,377.40","13,017,377.40","Information Technology","BDB2RN7","US24703L1035","New York Stock Exchange Inc."
"VRSK","VERISK ANALYTICS INC","Equity","0.07","122.72","105,911.00","12,997,397.92","12,997,397.92","Industrials","B4P9W92","US92345Y1064","NASDAQ"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Equity","0.07","171.52","75,367.00","12,926,947.84","12,926,947.84","Real Estate","BZ6TS23","US78410G1040","NASDAQ"
"RF","REGIONS FINANCIAL CORP","Equity","0.07","17.67","728,270.00","12,868,530.90","12,868,530.90","Financials","B01R311","US7591EP1005","New York Stock Exchange Inc."
"ALGN","ALIGN TECHNOLOGY INC","Equity","0.07","245.67","51,986.00","12,771,400.62","12,771,400.62","Health Care","2679204","US0162551016","NASDAQ"
"AMD","ADVANCED MICRO DEVICES INC","Equity","0.07","21.20","599,871.00","12,717,265.20","12,717,265.20","Information Technology","2007849","US0079031078","NASDAQ"
"LVS","LAS VEGAS SANDS CORP","Equity","0.07","53.71","235,816.00","12,665,677.36","12,665,677.36","Consumer Discretionary","B02T2J7","US5178341070","New York Stock Exchange Inc."
"BXP","BOSTON PROPERTIES REIT INC","Equity","0.07","124.44","101,628.00","12,646,588.32","12,646,588.32","Real Estate","2019479","US1011211018","New York Stock Exchange Inc."
"IP","INTERNATIONAL PAPER","Equity","0.07","46.99","268,053.00","12,595,810.47","12,595,810.47","Materials","2465254","US4601461035","New York Stock Exchange Inc."
"CBS","CBS CORP CLASS B","Equity","0.07","57.92","217,417.00","12,592,792.64","12,592,792.64","Communication","B0SRLH6","US1248572026","New York Stock Exchange Inc."
"MYL","MYLAN NV","Equity","0.07","37.15","338,767.00","12,585,194.05","12,585,194.05","Health Care","BVFMFG8","NL0011031208","NASDAQ"
"FITB","FIFTH THIRD BANCORP","Equity","0.07","27.74","443,141.00","12,292,731.34","12,292,731.34","Financials","2336747","US3167731005","NASDAQ"
"AMP","AMERIPRISE FINANCE INC","Equity","0.07","129.80","93,984.00","12,199,123.20","12,199,123.20","Financials","B0J7D57","US03076C1062","New York Stock Exchange Inc."
"FE","FIRSTENERGY CORP","Equity","0.07","37.70","322,692.00","12,165,488.40","12,165,488.40","Utilities","2100920","US3379321074","New York Stock Exchange Inc."
"CERN","CERNER CORP","Equity","0.07","58.05","209,246.00","12,146,730.30","12,146,730.30","Health Care","2185284","US1567821046","NASDAQ"
"MKC","MCCORMICK & CO NON-VOTING INC","Equity","0.07","151.34","80,185.00","12,135,197.90","12,135,197.90","Consumer Staples","2550161","US5797802064","New York Stock Exchange Inc."
"CFG","CITIZENS FINANCIAL GROUP INC","Equity","0.07","38.30","314,418.00","12,042,209.40","12,042,209.40","Financials","BQRX1X3","US1746101054","New York Stock Exchange Inc."
"O","REALTY INCOME REIT CORP","Equity","0.07","62.48","192,326.00","12,016,528.48","12,016,528.48","Real Estate","2724193","US7561091049","New York Stock Exchange Inc."
"IDXX","IDEXX LABORATORIES INC","Equity","0.07","209.67","57,070.00","11,965,866.90","11,965,866.90","Health Care","2459202","US45168D1046","NASDAQ"
"GPN","GLOBAL PAYMENTS INC","Equity","0.07","113.71","104,692.00","11,904,527.32","11,904,527.32","Information Technology","2712013","US37940X1028","New York Stock Exchange Inc."
"RCL","ROYAL CARIBBEAN CRUISES LTD","Equity","0.07","107.69","109,948.00","11,840,300.12","11,840,300.12","Consumer Discretionary","2754907","LR0008862868","New York Stock Exchange Inc."
"TSN","TYSON FOODS INC CLASS A","Equity","0.07","61.50","192,144.00","11,816,856.00","11,816,856.00","Consumer Staples","2909730","US9024941034","New York Stock Exchange Inc."
"HRS","HARRIS CORP","Equity","0.07","151.51","77,985.00","11,815,507.35","11,815,507.35","Industrials","2412001","US4138751056","New York Stock Exchange Inc."
"FLT","FLEETCOR TECHNOLOGIES INC","Equity","0.07","204.58","57,608.00","11,785,444.64","11,785,444.64","Information Technology","B4R28B3","US3390411052","New York Stock Exchange Inc."
"DXC","DXC TECHNOLOGY","Equity","0.07","63.26","185,739.00","11,749,849.14","11,749,849.14","Information Technology","BYXD7B3","US23355L1061","New York Stock Exchange Inc."
"BBY","BEST BUY INC","Equity","0.07","73.23","159,647.00","11,690,949.81","11,690,949.81","Consumer Discretionary","2094670","US0865161014","New York Stock Exchange Inc."
"ABMD","ABIOMED INC","Equity","0.07","413.85","28,217.00","11,677,605.45","11,677,605.45","Health Care","2003698","US0036541003","NASDAQ"
"LH","LABORATORY CORPORATION OF AMERICA","Equity","0.07","171.46","67,709.00","11,609,385.14","11,609,385.14","Health Care","2586122","US50540R4092","New York Stock Exchange Inc."
"TDG","TRANSDIGM GROUP INC","Equity","0.07","357.63","32,259.00","11,536,786.17","11,536,786.17","Industrials","B11FJK3","US8936411003","New York Stock Exchange Inc."
"CAH","CARDINAL HEALTH INC","Equity","0.07","56.13","205,243.00","11,520,289.59","11,520,289.59","Health Care","2175672","US14149Y1082","New York Stock Exchange Inc."
"ULTA","ULTA BEAUTY INC","Equity","0.07","304.49","37,684.00","11,474,401.16","11,474,401.16","Consumer Discretionary","B28TS42","US90384S3031","NASDAQ"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Equity","0.07","98.54","115,932.00","11,423,939.28","11,423,939.28","Health Care","2437071","US09061G1013","NASDAQ"
"FCX","FREEPORT MCMORAN INC","Equity","0.07","11.93","955,670.00","11,401,143.10","11,401,143.10","Materials","2352118","US35671D8570","New York Stock Exchange Inc."
"NEM","NEWMONT MINING CORP","Equity","0.07","32.42","351,199.00","11,385,871.58","11,385,871.58","Materials","2636607","US6516391066","New York Stock Exchange Inc."
"MCHP","MICROCHIP TECHNOLOGY INC","Equity","0.06","74.45","151,086.00","11,248,352.70","11,248,352.70","Information Technology","2592174","US5950171042","NASDAQ"
"AME","AMETEK INC","Equity","0.06","74.97","149,889.00","11,237,178.33","11,237,178.33","Industrials","2089212","US0311001004","New York Stock Exchange Inc."
"PANW","PALO ALTO NETWORKS INC","Equity","0.06","188.44","59,597.00","11,230,458.68","11,230,458.68","Information Technology","B87ZMX0","US6974351057","New York Stock Exchange Inc."
"OMC","OMNICOM GROUP INC","Equity","0.06","76.04","146,210.00","11,117,808.40","11,117,808.40","Communication","2279303","US6819191064","New York Stock Exchange Inc."
"VRSN","VERISIGN INC","Equity","0.06","160.13","69,433.00","11,118,306.29","11,118,306.29","Information Technology","2142922","US92343E1029","NASDAQ"
"DVN","DEVON ENERGY CORP","Equity","0.06","32.72","336,888.00","11,022,975.36","11,022,975.36","Energy","2480677","US25179M1036","New York Stock Exchange Inc."
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Equity","0.06","46.46","236,112.00","10,969,763.52","10,969,763.52","Financials","2476193","US4165151048","New York Stock Exchange Inc."
"BLL","BALL CORP","Equity","0.06","48.72","224,941.00","10,959,125.52","10,959,125.52","Materials","2073022","US0584981064","New York Stock Exchange Inc."
"ESS","ESSEX PROPERTY TRUST REIT INC TRUS","Equity","0.06","253.72","43,082.00","10,930,765.04","10,930,765.04","Real Estate","2316619","US2971781057","New York Stock Exchange Inc."
"TSS","TOTAL SYSTEM SERVICES INC","Equity","0.06","92.40","118,170.00","10,918,908.00","10,918,908.00","Information Technology","2897697","US8919061098","New York Stock Exchange Inc."
"RSG","REPUBLIC SERVICES INC","Equity","0.06","74.03","145,283.00","10,755,300.49","10,755,300.49","Industrials","2262530","US7607591002","New York Stock Exchange Inc."
"CAG","CONAGRA BRANDS INC","Equity","0.06","34.46","310,202.00","10,689,560.92","10,689,560.92","Consumer Staples","2215460","US2058871029","New York Stock Exchange Inc."
"AWK","AMERICAN WATER WORKS INC","Equity","0.06","88.89","119,949.00","10,662,266.61","10,662,266.61","Utilities","B2R3PV1","US0304201033","New York Stock Exchange Inc."
"HBAN","HUNTINGTON BANCSHARES INC","Equity","0.06","14.73","723,265.00","10,653,693.45","10,653,693.45","Financials","2445966","US4461501045","NASDAQ"
"AEE","AMEREN CORP","Equity","0.06","66.30","160,052.00","10,611,447.60","10,611,447.60","Utilities","2050832","US0236081024","New York Stock Exchange Inc."
"K","KELLOGG","Equity","0.06","65.18","162,761.00","10,608,761.98","10,608,761.98","Consumer Staples","2486813","US4878361082","New York Stock Exchange Inc."
"FAST","FASTENAL","Equity","0.06","55.13","190,542.00","10,504,580.46","10,504,580.46","Industrials","2332262","US3119001044","NASDAQ"
"CTAS","CINTAS CORP","Equity","0.06","181.16","57,825.00","10,475,577.00","10,475,577.00","Industrials","2197137","US1729081059","NASDAQ"
"CHD","CHURCH AND DWIGHT INC","Equity","0.06","64.43","161,204.00","10,386,373.72","10,386,373.72","Consumer Staples","2195841","US1713401024","New York Stock Exchange Inc."
"HES","HESS CORP","Equity","0.06","59.23","174,835.00","10,355,477.05","10,355,477.05","Energy","2023748","US42809H1077","New York Stock Exchange Inc."
"EVRG","EVERGY INC","Equity","0.06","57.14","179,652.00","10,265,315.28","10,265,315.28","Utilities","BFMXGR0","US30034W1062","New York Stock Exchange Inc."
"ETR","ENTERGY CORP","Equity","0.06","85.13","120,094.00","10,223,602.22","10,223,602.22","Utilities","2317087","US29364G1031","New York Stock Exchange Inc."
"MKL","MARKEL CORP","Equity","0.06","1,130.83","8,979.00","10,153,722.57","10,153,722.57","Financials","2566436","US5705351048","New York Stock Exchange Inc."
"WAT","WATER CORP CORP","Equity","0.06","199.94","50,614.00","10,119,763.16","10,119,763.16","Health Care","2937689","US9418481035","New York Stock Exchange Inc."
"MRO","MARATHON OIL CORP","Equity","0.06","18.05","559,959.00","10,107,259.95","10,107,259.95","Energy","2910970","US5658491064","New York Stock Exchange Inc."
"AAL","AMERICAN AIRLINES GROUP INC","Equity","0.06","36.86","272,983.00","10,062,153.38","10,062,153.38","Industrials","BCV7KT2","US02376R1023","NASDAQ"
"RMD","RESMED INC","Equity","0.06","108.52","92,180.00","10,003,373.60","10,003,373.60","Health Care","2732903","US7611521078","New York Stock Exchange Inc."
"EXPE","EXPEDIA GROUP INC","Equity","0.06","125.43","79,592.00","9,983,224.56","9,983,224.56","Consumer Discretionary","B748CK2","US30212P3038","NASDAQ"
"HSY","HERSHEY FOODS","Equity","0.06","107.07","92,823.00","9,938,558.61","9,938,558.61","Consumer Staples","2422806","US4278661081","New York Stock Exchange Inc."
"KLAC","KLA TENCOR CORP","Equity","0.06","97.05","102,287.00","9,926,953.35","9,926,953.35","Information Technology","2480138","US4824801009","NASDAQ"
"LLL","L3 TECHNOLOGIES INC","Equity","0.06","192.86","51,377.00","9,908,568.22","9,908,568.22","Industrials","BYZGYC0","US5024131071","New York Stock Exchange Inc."
"AMTD","TD AMERITRADE HOLDING CORP","Equity","0.06","53.29","185,861.00","9,904,532.69","9,904,532.69","Financials","2983154","US87236Y1082","NASDAQ"
"MTD","METTLER TOLEDO INC","Equity","0.06","595.31","16,567.00","9,862,500.77","9,862,500.77","Health Care","2126249","US5926881054","New York Stock Exchange Inc."
"FRC","FIRST REPUBLIC BANK","Equity","0.06","93.45","105,496.00","9,858,601.20","9,858,601.20","Financials","B4WHY15","US33616C1009","New York Stock Exchange Inc."
"SWKS","SKYWORKS SOLUTIONS INC","Equity","0.06","83.40","118,167.00","9,855,127.80","9,855,127.80","Information Technology","2961053","US83088M1027","NASDAQ"
"MXIM","MAXIM INTEGRATED PRODUCTS INC","Equity","0.06","53.22","183,521.00","9,766,987.62","9,766,987.62","Information Technology","2573760","US57772K1016","NASDAQ"
"SPLK","SPLUNK INC","Equity","0.06","101.73","95,783.00","9,744,004.59","9,744,004.59","Information Technology","B424494","US8486371045","NASDAQ"
"LNG","CHENIERE ENERGY INC","Equity","0.06","63.39","153,135.00","9,707,227.65","9,707,227.65","Energy","2654364","US16411R2085","Nyse Mkt Llc"
