Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"EV","EATON VANCE COM NON VOTING CORP","Equity","0.02","44.92","77,089.00","3,462,837.88","3,462,837.88","Financials","2301057","US2782651036","New York Stock Exchange Inc."
"ACM","AECOM","Equity","0.02","33.48","102,933.00","3,446,196.84","3,446,196.84","Industrials","B1VZ431","US00766T1007","New York Stock Exchange Inc."
"BHF","BRIGHTHOUSE FINANCIAL INC","Equity","0.02","43.37","79,342.00","3,441,062.54","3,441,062.54","Financials","BF429K9","US10922N1037","NASDAQ"
"KDP","KEURIG DR PEPPER INC","Equity","0.02","28.47","120,507.00","3,430,834.29","3,430,834.29","Consumer Staples","BD3W133","US49271V1008","New York Stock Exchange Inc."
"EPR","EPR PROPERTIES REIT","Equity","0.02","70.79","48,478.00","3,431,757.62","3,431,757.62","Real Estate","B8XXZP1","US26884U1097","New York Stock Exchange Inc."
"AVT","AVNET INC","Equity","0.02","43.94","77,895.00","3,422,706.30","3,422,706.30","Information Technology","2066505","US0538071038","NASDAQ"
"FAF","FIRST AMERICAN FINANCIAL CORP","Equity","0.02","46.58","72,901.00","3,395,728.58","3,395,728.58","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"PACW","PACWEST BANCORP","Equity","0.02","41.81","81,244.00","3,396,811.64","3,396,811.64","Financials","2619772","US6952631033","NASDAQ"
"ASH","ASHLAND GLOBAL INC","Equity","0.02","83.83","40,097.00","3,361,331.51","3,361,331.51","Materials","BYND5N1","US0441861046","New York Stock Exchange Inc."
"MSG","MADISON SQUARE GARDEN CLASS A","Equity","0.02","272.50","12,329.00","3,359,652.50","3,359,652.50","Communication","BYQCZ35","US55825T1034","New York Stock Exchange Inc."
"DNB","DUN & BRADSTREET CORP","Equity","0.02","142.43","23,570.00","3,357,075.10","3,357,075.10","Industrials","2636254","US26483E1001","New York Stock Exchange Inc."
"X","US STEEL CORP CORP","Equity","0.02","28.32","118,439.00","3,354,192.48","3,354,192.48","Materials","2824770","US9129091081","New York Stock Exchange Inc."
"ARRS","ARRIS INTERNATIONAL PLC","Equity","0.02","30.68","108,889.00","3,340,714.52","3,340,714.52","Information Technology","BZ04Y37","GB00BZ04Y379","NASDAQ"
"HUN","HUNTSMAN CORP","Equity","0.02","23.15","143,924.00","3,331,840.60","3,331,840.60","Materials","B0650B9","US4470111075","New York Stock Exchange Inc."
"NUAN","NUANCE COMMUNICATIONS INC","Equity","0.02","17.75","187,653.00","3,330,840.75","3,330,840.75","Information Technology","2402121","US67020Y1001","NASDAQ"
"IPGP","IPG PHOTONICS CORP","Equity","0.02","140.99","23,510.00","3,314,674.90","3,314,674.90","Information Technology","2698782","US44980X1090","NASDAQ"
"OSK","OSHKOSH CORP","Equity","0.02","67.31","49,021.00","3,299,603.51","3,299,603.51","Industrials","2663520","US6882392011","New York Stock Exchange Inc."
"UTHR","UNITED THERAPEUTICS CORP","Equity","0.02","116.96","28,171.00","3,294,880.16","3,294,880.16","Health Care","2430412","US91307C1027","NASDAQ"
"MDU","MDU RESOURCES GROUP INC","Equity","0.02","26.34","124,846.00","3,288,443.64","3,288,443.64","Utilities","2547323","US5526901096","New York Stock Exchange Inc."
"AYI","ACUITY BRANDS INC","Equity","0.02","127.35","25,753.00","3,279,644.55","3,279,644.55","Industrials","2818461","US00508Y1029","New York Stock Exchange Inc."
"ITT","ITT INC","Equity","0.02","56.81","57,673.00","3,276,403.13","3,276,403.13","Industrials","BZBY209","US45073V1089","New York Stock Exchange Inc."
"RGLD","ROYAL GOLD INC","Equity","0.02","74.37","44,071.00","3,277,560.27","3,277,560.27","Materials","2755706","US7802871084","NASDAQ"
"LAZ","LAZARD LTD CLASS A","Equity","0.02","41.70","78,453.00","3,271,490.10","3,271,490.10","Financials","B081VQ7","BMG540501027","New York Stock Exchange Inc."
"LEG","LEGGETT & PLATT INC","Equity","0.02","37.99","86,088.00","3,270,483.12","3,270,483.12","Consumer Discretionary","2510682","US5246601075","New York Stock Exchange Inc."
"CHE","CHEMED CORP","Equity","0.02","324.23","10,073.00","3,265,968.79","3,265,968.79","Health Care","2190084","US16359R1032","New York Stock Exchange Inc."
"MUR","MURPHY OIL CORP","Equity","0.02","30.76","106,003.00","3,260,652.28","3,260,652.28","Energy","2611206","US6267171022","New York Stock Exchange Inc."
"WAL","WESTERN ALLIANCE","Equity","0.02","49.20","66,272.00","3,260,582.40","3,260,582.40","Financials","B0CCGJ4","US9576381092","New York Stock Exchange Inc."
"GLIBA","GCI LIBERTY INC CLASS A","Equity","0.02","48.52","67,104.00","3,255,886.08","3,255,886.08","Communication","BF7J0Q0","US36164V3050","NASDAQ"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Equity","0.02","16.15","201,369.00","3,252,109.35","3,252,109.35","Real Estate","BFTDJL8","US11120U1051","New York Stock Exchange Inc."
"CW","CURTISS WRIGHT CORP","Equity","0.02","112.15","28,958.00","3,247,639.70","3,247,639.70","Industrials","2241205","US2315611010","New York Stock Exchange Inc."
"GWR","GENESEE & WYOMING INC CLASS A","Equity","0.02","82.13","39,502.00","3,244,299.26","3,244,299.26","Industrials","2374060","US3715591059","New York Stock Exchange Inc."
"ATHN","ATHENAHEALTH INC","Equity","0.02","124.88","25,923.00","3,237,264.24","3,237,264.24","Health Care","B24FJV8","US04685W1036","NASDAQ"
"RNR","RENAISSANCERE HOLDING LTD","Equity","0.02","125.28","25,779.00","3,229,593.12","3,229,593.12","Financials","2728429","BMG7496G1033","New York Stock Exchange Inc."
"EXEL","EXELIXIS INC","Equity","0.02","17.12","188,505.00","3,227,205.60","3,227,205.60","Health Care","2576941","US30161Q1040","NASDAQ"
"MAT","MATTEL INC","Equity","0.02","13.92","231,057.00","3,216,313.44","3,216,313.44","Consumer Discretionary","2572303","US5770811025","NASDAQ"
"NTNX","NUTANIX INC CLASS A","Equity","0.02","45.65","70,309.00","3,209,605.85","3,209,605.85","Information Technology","BYQBFT8","US67059N1081","NASDAQ"
"CY","CYPRESS SEMICONDUCTOR CORP","Equity","0.02","13.53","236,415.00","3,198,694.95","3,198,694.95","Information Technology","2244549","US2328061096","NASDAQ"
"WH","WYNDHAM HOTELS RESORTS INC","Equity","0.02","48.65","65,548.00","3,188,910.20","3,188,910.20","Consumer Discretionary","BF108P4","US98311A1051","New York Stock Exchange Inc."
"PBF","PBF ENERGY INC CLASS A","Equity","0.02","41.13","77,408.00","3,183,791.04","3,183,791.04","Energy","B7F4TJ7","US69318G1067","New York Stock Exchange Inc."
"HPP","HUDSON PACIFIC PROPERTIES REIT INC","Equity","0.02","31.09","102,010.00","3,171,490.90","3,171,490.90","Real Estate","B64B9P8","US4440971095","New York Stock Exchange Inc."
"NYCB","NEW YORK COMMUNITY BANCORP INC","Equity","0.02","9.78","323,011.00","3,159,047.58","3,159,047.58","Financials","2711656","US6494451031","New York Stock Exchange Inc."
"AXS","AXIS CAPITAL HOLDINGS LTD","Equity","0.02","56.92","55,457.00","3,156,612.44","3,156,612.44","Financials","2677606","BMG0692U1099","New York Stock Exchange Inc."
"CACC","CREDIT ACCEPTANCE CORP","Equity","0.02","425.00","7,392.00","3,141,600.00","3,141,600.00","Financials","2232050","US2253101016","NASDAQ"
"PEN","PENUMBRA INC","Equity","0.02","155.58","20,196.00","3,142,093.68","3,142,093.68","Health Care","BZ0V201","US70975L1070","New York Stock Exchange Inc."
"WSO","WATSCO INC","Equity","0.02","146.82","21,183.00","3,110,088.06","3,110,088.06","Industrials","2943039","US9426222009","New York Stock Exchange Inc."
"CR","CRANE","Equity","0.02","94.04","33,048.00","3,107,833.92","3,107,833.92","Industrials","2231897","US2243991054","New York Stock Exchange Inc."
"SLM","SLM CORP","Equity","0.02","10.59","292,994.00","3,102,806.46","3,102,806.46","Financials","2101967","US78442P1066","NASDAQ"
"CASY","CASEYS GENERAL STORES INC","Equity","0.02","130.98","23,454.00","3,072,004.92","3,072,004.92","Consumer Staples","2179414","US1475281036","NASDAQ"
"PFPT","PROOFPOINT INC","Equity","0.02","92.79","33,067.00","3,068,286.93","3,068,286.93","Information Technology","B6VDQC3","US7434241037","NASDAQ"
"TOL","TOLL BROTHERS INC","Equity","0.02","32.36","94,665.00","3,063,359.40","3,063,359.40","Consumer Discretionary","2896092","US8894781033","New York Stock Exchange Inc."
"THG","HANOVER INSURANCE GROUP INC","Equity","0.02","112.03","27,308.00","3,059,315.24","3,059,315.24","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"BWXT","BWX TECHNOLOGIES INC","Equity","0.02","46.45","65,721.00","3,052,740.45","3,052,740.45","Industrials","BZ0W624","US05605H1005","New York Stock Exchange Inc."
"CNK","CINEMARK HOLDINGS INC","Equity","0.02","41.92","72,542.00","3,040,960.64","3,040,960.64","Communication","B1W7RQ0","US17243V1026","New York Stock Exchange Inc."
"BC","BRUNSWICK CORP","Equity","0.02","54.10","56,127.00","3,036,470.70","3,036,470.70","Consumer Discretionary","2149309","US1170431092","New York Stock Exchange Inc."
"LFUS","LITTELFUSE INC","Equity","0.02","190.36","15,922.00","3,030,911.92","3,030,911.92","Information Technology","2531832","US5370081045","NASDAQ"
"PB","PROSPERITY BANCSHARES INC","Equity","0.02","69.82","43,335.00","3,025,649.70","3,025,649.70","Financials","2310257","US7436061052","New York Stock Exchange Inc."
"KEX","KIRBY CORP","Equity","0.02","76.86","39,028.00","2,999,692.08","2,999,692.08","Industrials","2493534","US4972661064","New York Stock Exchange Inc."
"TDC","TERADATA CORP","Equity","0.02","38.16","78,540.00","2,997,086.40","2,997,086.40","Information Technology","B247H10","US88076W1036","New York Stock Exchange Inc."
"LOGM","LOGMEIN INC","Equity","0.02","88.33","33,836.00","2,988,733.88","2,988,733.88","Information Technology","B600J15","US54142L1098","NASDAQ"
"RIG","TRANSOCEAN LTD","Equity","0.02","10.49","283,275.00","2,971,554.75","2,971,554.75","Energy","B3KFWW1","CH0048265513","New York Stock Exchange Inc."
"ZAYO","ZAYO GROUP HOLDINGS INC","Equity","0.02","22.56","131,313.00","2,962,421.28","2,962,421.28","Communication","BRJ3H07","US98919V1052","New York Stock Exchange Inc."
"SNV","SYNOVUS FINANCIAL CORP","Equity","0.02","38.02","77,372.00","2,941,683.44","2,941,683.44","Financials","BMH4NJ8","US87161C5013","New York Stock Exchange Inc."
"CRI","CARTERS INC","Equity","0.02","96.98","30,305.00","2,938,978.90","2,938,978.90","Consumer Discretionary","2980939","US1462291097","New York Stock Exchange Inc."
"HHC","HOWARD HUGHES CORP","Equity","0.02","113.71","25,765.00","2,929,738.15","2,929,738.15","Real Estate","B5VR4H9","US44267D1072","New York Stock Exchange Inc."
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Equity","0.02","34.32","84,930.00","2,914,797.60","2,914,797.60","Industrials","BF0LKD0","US4990491049","New York Stock Exchange Inc."
"HIW","HIGHWOODS PROPERTIES REIT INC","Equity","0.02","44.23","65,638.00","2,903,168.74","2,903,168.74","Real Estate","2420640","US4312841087","New York Stock Exchange Inc."
"WTFC","WINTRUST FINANCIAL CORP","Equity","0.02","78.50","36,967.00","2,901,909.50","2,901,909.50","Financials","2425258","US97650W1080","NASDAQ"
"G","GENPACT LTD","Equity","0.02","29.02","99,980.00","2,901,419.60","2,901,419.60","Information Technology","B23DBK6","BMG3922B1072","New York Stock Exchange Inc."
"BMS","BEMIS INC","Equity","0.02","48.23","60,050.00","2,896,211.50","2,896,211.50","Materials","2090173","US0814371052","New York Stock Exchange Inc."
"UMPQ","UMPQUA HOLDINGS CORP","Equity","0.02","19.90","144,730.00","2,880,127.00","2,880,127.00","Financials","2484389","US9042141039","NASDAQ"
"GRA","WR GRACE","Equity","0.02","66.84","42,903.00","2,867,636.52","2,867,636.52","Materials","2232685","US38388F1084","New York Stock Exchange Inc."
"LSI","LIFE STORAGE INC","Equity","0.02","95.87","29,851.00","2,861,815.37","2,861,815.37","Real Estate","BDCSFJ6","US53223X1072","New York Stock Exchange Inc."
"DLB","DOLBY LABORATORIES INC CLASS A","Equity","0.02","69.52","41,056.00","2,854,213.12","2,854,213.12","Information Technology","B04NJM9","US25659T1079","New York Stock Exchange Inc."
"HPT","HOSPITALITY PROPERTIES TRUST REIT","Equity","0.02","26.69","106,822.00","2,851,079.18","2,851,079.18","Real Estate","2438966","US44106M1027","NASDAQ"
"AGO","ASSURED GUARANTY LTD","Equity","0.02","41.43","68,733.00","2,847,608.19","2,847,608.19","Financials","B00V7H8","BMG0585R1060","New York Stock Exchange Inc."
"LSTR","LANDSTAR SYSTEM INC","Equity","0.02","104.07","27,131.00","2,823,387.52","2,823,387.52","Industrials","2503994","US5150981018","NASDAQ"
"JBL","JABIL INC","Equity","0.02","25.85","109,195.00","2,822,690.75","2,822,690.75","Information Technology","2471789","US4663131039","New York Stock Exchange Inc."
"NFG","NATIONAL FUEL GAS","Equity","0.02","53.57","52,594.00","2,817,460.58","2,817,460.58","Utilities","2626103","US6361801011","New York Stock Exchange Inc."
"CLR","CONTINENTAL RESOURCES INC","Equity","0.02","50.04","56,110.00","2,807,744.40","2,807,744.40","Energy","B1XGWS3","US2120151012","New York Stock Exchange Inc."
"NFX","NEWFIELD EXPLORATION","Equity","0.02","21.67","129,174.00","2,799,200.58","2,799,200.58","Energy","2635079","US6512901082","New York Stock Exchange Inc."
"OLED","UNIVERSAL DISPLAY CORP","Equity","0.02","100.83","27,713.00","2,794,301.79","2,794,301.79","Information Technology","2277880","US91347P1057","NASDAQ"
"STL","STERLING BAN","Equity","0.02","18.83","147,183.00","2,771,455.89","2,771,455.89","Financials","BFNXVB8","US85917A1007","New York Stock Exchange Inc."
"S","SPRINT CORP","Equity","0.02","6.26","442,352.00","2,769,123.52","2,769,123.52","Communication","BC4FF21","US85207U1051","New York Stock Exchange Inc."
"WYND","WYNDHAM DESTINATIONS INC","Equity","0.02","42.68","64,769.00","2,764,340.92","2,764,340.92","Consumer Discretionary","B198391","US98310W1080","New York Stock Exchange Inc."
"NVT","NVENT ELECTRIC PLC","Equity","0.02","26.52","103,564.00","2,746,517.28","2,746,517.28","Industrials","BDVJJQ5","IE00BDVJJQ56","New York Stock Exchange Inc."
"SIX","SIX FLAGS ENTERTAINMENT CORP","Equity","0.02","58.02","47,076.00","2,731,349.52","2,731,349.52","Consumer Discretionary","B43VKB8","US83001A1025","New York Stock Exchange Inc."
"UAA","UNDER ARMOUR INC CLASS A","Equity","0.02","22.98","118,542.00","2,724,095.16","2,724,095.16","Consumer Discretionary","B0PZN11","US9043111072","New York Stock Exchange Inc."
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","Equity","0.02","56.53","47,890.00","2,707,221.70","2,707,221.70","Health Care","2248693","US4579852082","NASDAQ"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Equity","0.02","53.95","50,117.00","2,703,812.15","2,703,812.15","Financials","2675097","US72346Q1040","NASDAQ"
"UA","UNDER ARMOUR INC CLASS C","Equity","0.02","20.74","129,662.00","2,689,189.88","2,689,189.88","Consumer Discretionary","BDF9YM2","US9043112062","New York Stock Exchange Inc."
"SRCL","STERICYCLE INC","Equity","0.02","47.86","56,201.00","2,689,779.86","2,689,779.86","Industrials","2860826","US8589121081","NASDAQ"
"MKSI","MKS INSTRUMENTS INC","Equity","0.02","75.12","35,624.00","2,676,074.88","2,676,074.88","Information Technology","2404871","US55306N1046","NASDAQ"
"MSM","MSC INDUSTRIAL INC CLASS A","Equity","0.02","87.91","30,457.00","2,677,474.87","2,677,474.87","Industrials","2567655","US5535301064","New York Stock Exchange Inc."
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Equity","0.02","56.34","47,321.00","2,666,065.14","2,666,065.14","Financials","B1WT4X2","US45841N1072","IEX"
"SKX","SKECHERS USA INC CLASS A","Equity","0.02","29.66","89,009.00","2,640,006.94","2,640,006.94","Consumer Discretionary","2428042","US8305661055","New York Stock Exchange Inc."
"RYN","RAYONIER REIT INC","Equity","0.02","31.24","84,452.00","2,638,280.48","2,638,280.48","Real Estate","2473138","US7549071030","New York Stock Exchange Inc."
"ICUI","ICU MEDICAL INC","Equity","0.02","260.24","10,136.00","2,637,792.64","2,637,792.64","Health Care","2451918","US44930G1076","NASDAQ"
"ASB","ASSOCIATED BANCORP","Equity","0.02","23.63","111,432.00","2,633,138.16","2,633,138.16","Financials","2055718","US0454871056","New York Stock Exchange Inc."
"JBGS","JBG SMITH PROPERTIES","Equity","0.02","38.91","67,677.00","2,633,650.46","2,633,650.46","Real Estate","BD3BX01","US46590V1008","New York Stock Exchange Inc."
"AR","ANTERO RESOURCES CORP","Equity","0.01","16.44","159,133.00","2,616,146.52","2,616,146.52","Energy","BFD2WR8","US03674X1063","New York Stock Exchange Inc."
"AL","AIR LEASE CORP CLASS A","Equity","0.01","39.78","65,699.00","2,613,506.22","2,613,506.22","Industrials","B3XS562","US00912X3026","New York Stock Exchange Inc."
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Equity","0.01","37.54","69,387.00","2,604,787.98","2,604,787.98","Utilities","2415204","US4198701009","New York Stock Exchange Inc."
"COTY","COTY INC CLASS A","Equity","0.01","8.30","313,623.00","2,603,070.90","2,603,070.90","Consumer Staples","BBBSMJ2","US2220702037","New York Stock Exchange Inc."
"FNB","FNB CORP","Equity","0.01","12.39","209,206.00","2,592,062.34","2,592,062.34","Financials","2041308","US3025201019","New York Stock Exchange Inc."
"SNH","SENIOR HOUSING PROPERTIES TRUST RE","Equity","0.01","16.27","158,657.00","2,581,349.39","2,581,349.39","Real Estate","2501631","US81721M1099","NASDAQ"
"VVV","VALVOLINE INC","Equity","0.01","20.76","124,295.00","2,580,364.20","2,580,364.20","Materials","BDG22J3","US92047W1018","New York Stock Exchange Inc."
"VSM","VERSUM MATERIALS INC","Equity","0.01","35.30","70,989.00","2,505,911.70","2,505,911.70","Information Technology","BD37KN1","US92532W1036","New York Stock Exchange Inc."
"CABO","CABLE ONE INC","Equity","0.01","872.33","2,862.00","2,496,608.46","2,496,608.46","Communication","BZ07DS4","US12685J1051","New York Stock Exchange Inc."
"AGCO","AGCO CORP","Equity","0.01","57.93","42,825.00","2,480,852.25","2,480,852.25","Industrials","2010278","US0010841023","New York Stock Exchange Inc."
"FEYE","FIREEYE INC","Equity","0.01","19.90","123,766.00","2,462,943.40","2,462,943.40","Information Technology","BD4R405","US31816Q1013","NASDAQ"
"RP","REALPAGE INC","Equity","0.01","53.10","46,138.00","2,449,927.80","2,449,927.80","Information Technology","B4W2S29","US75606N1090","NASDAQ"
"COMM","COMMSCOPE HOLDING INC","Equity","0.01","19.56","124,759.00","2,440,286.04","2,440,286.04","Information Technology","BFRBX34","US20337X1090","NASDAQ"
"ENR","ENERGIZER HOLDINGS INC","Equity","0.01","61.16","39,788.00","2,433,434.08","2,433,434.08","Consumer Staples","BYZFPN5","US29272W1099","New York Stock Exchange Inc."
"EQC","EQUITY COMMONWEALTH REIT","Equity","0.01","30.71","78,505.00","2,410,888.55","2,410,888.55","Real Estate","BPH3N63","US2946281027","New York Stock Exchange Inc."
"GPK","GRAPHIC PACKAGING HOLDING","Equity","0.01","11.80","204,355.00","2,411,389.00","2,411,389.00","Materials","B2Q8249","US3886891015","New York Stock Exchange Inc."
"MD","MEDNAX INC","Equity","0.01","40.47","59,408.00","2,404,241.76","2,404,241.76","Health Care","2677640","US58502B1061","New York Stock Exchange Inc."
"THO","THOR INDUSTRIES INC","Equity","0.01","70.24","34,170.00","2,400,100.80","2,400,100.80","Consumer Discretionary","2889876","US8851601018","New York Stock Exchange Inc."
"OLN","OLIN CORP","Equity","0.01","21.04","113,718.00","2,392,626.72","2,392,626.72","Materials","2658526","US6806652052","New York Stock Exchange Inc."
"PTEN","PATTERSON UTI ENERGY INC","Equity","0.01","16.46","145,297.00","2,391,588.62","2,391,588.62","Energy","2672537","US7034811015","NASDAQ"
"AGIO","AGIOS PHARMACEUTICALS INC","Equity","0.01","71.91","33,237.00","2,390,072.67","2,390,072.67","Health Care","BCBVTX1","US00847X1046","NASDAQ"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Equity","0.01","41.72","57,239.00","2,388,011.08","2,388,011.08","Health Care","B65VZ37","US00404A1097","NASDAQ"
"BKU","BANKUNITED INC","Equity","0.01","34.66","68,633.00","2,378,819.78","2,378,819.78","Financials","B3NNTZ4","US06652K1034","New York Stock Exchange Inc."
"TCF","TCF FINANCIAL CORP","Equity","0.01","22.06","107,798.00","2,378,023.88","2,378,023.88","Financials","2868455","US8722751026","New York Stock Exchange Inc."
"APLE","APPLE HOSPITALITY REIT INC","Equity","0.01","16.21","146,494.00","2,374,667.74","2,374,667.74","Real Estate","BXRTX56","US03784Y2000","New York Stock Exchange Inc."
"Z","ZILLOW GROUP INC CLASS C","Equity","0.01","29.41","80,472.00","2,366,681.52","2,366,681.52","Communication","BYXJF62","US98954M2008","NASDAQ"
"RRC","RANGE RESOURCES CORP","Equity","0.01","17.06","138,656.00","2,365,471.36","2,365,471.36","Energy","2523334","US75281A1097","New York Stock Exchange Inc."
"PSTG","PURE STORAGE INC CLASS A","Equity","0.01","21.71","108,575.00","2,357,163.25","2,357,163.25","Information Technology","BYZ62T3","US74624M1027","New York Stock Exchange Inc."
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Equity","0.01","436.94","5,350.00","2,337,629.00","2,337,629.00","Financials","2355582","US31946M1036","NASDAQ"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Equity","0.01","62.84","37,122.00","2,332,746.48","2,332,746.48","Consumer Staples","2616870","US67018T1051","New York Stock Exchange Inc."
"STAY","EXTENDED STAY AMERICA UNITS INC","Equity","0.01","18.60","125,291.00","2,330,412.60","2,330,412.60","Consumer Discretionary","BGH3F75","US30224P2002","NASDAQ"
"BRKR","BRUKER CORP","Equity","0.01","34.90","66,575.00","2,323,467.50","2,323,467.50","Health Care","2616137","US1167941087","NASDAQ"
"SRC","SPIRIT REALTY CAPITAL REIT INC","Equity","0.01","8.22","282,451.00","2,321,747.22","2,321,747.22","Real Estate","BBVHWR7","US84860W1027","New York Stock Exchange Inc."
"COR","CORESITE REALTY REIT CORP","Equity","0.01","97.60","23,793.00","2,322,196.80","2,322,196.80","Real Estate","B3T3VV8","US21870Q1058","New York Stock Exchange Inc."
"TWO","TWO HARBORS INVESTMENT REIT CORP","Equity","0.01","14.28","161,551.00","2,306,948.28","2,306,948.28","Financials","BD832H2","US90187B4086","New York Stock Exchange Inc."
"WRI","WEINGARTEN REALTY INVESTORS REIT","Equity","0.01","28.77","80,040.00","2,302,750.80","2,302,750.80","Real Estate","2946618","US9487411038","New York Stock Exchange Inc."
"EXP","EAGLE MATERIALS INC","Equity","0.01","76.42","30,090.00","2,299,477.80","2,299,477.80","Materials","2191399","US26969P1084","New York Stock Exchange Inc."
"FLO","FLOWERS FOODS INC","Equity","0.01","18.84","121,532.00","2,289,662.88","2,289,662.88","Consumer Staples","2744243","US3434981011","New York Stock Exchange Inc."
"FSLR","FIRST SOLAR INC","Equity","0.01","42.67","53,162.00","2,268,422.54","2,268,422.54","Information Technology","B1HMF22","US3364331070","NASDAQ"
"EVR","EVERCORE INC CLASS A","Equity","0.01","85.85","26,402.00","2,266,611.70","2,266,611.70","Financials","B1BHXZ2","US29977A1051","New York Stock Exchange Inc."
"CIM","CHIMERA INVESTMENT CORP","Equity","0.01","18.77","120,598.00","2,263,624.46","2,263,624.46","Financials","BVZCNC0","US16934Q2084","New York Stock Exchange Inc."
"GDI","GARDNER DENVER HOLDINGS INC","Equity","0.01","27.11","83,413.00","2,261,326.43","2,261,326.43","Industrials","BZ4DG90","US36555P1075","New York Stock Exchange Inc."
"SFM","SPROUTS FARMERS MARKET INC","Equity","0.01","27.16","82,937.00","2,252,568.92","2,252,568.92","Consumer Staples","BCGCR79","US85208M1027","NASDAQ"
"NCR","NCR CORP","Equity","0.01","27.90","80,629.00","2,249,549.10","2,249,549.10","Information Technology","2632650","US62886E1082","New York Stock Exchange Inc."
"TRCO","TRIBUNE MEDIA COMPANY CLASS A","Equity","0.01","38.92","57,633.00","2,243,076.36","2,243,076.36","Communication","B9GRTP5","US8960475031","New York Stock Exchange Inc."
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.01","40.71","54,879.00","2,234,124.09","2,234,124.09","Communication","BD8QGF7","US5312294094","NASDAQ"
"OZK","BANK OZK","Equity","0.01","27.12","82,168.00","2,228,396.16","2,228,396.16","Financials","BZ56Q65","US06417N1037","NASDAQ"
"CDEV","CENTENNIAL RESOURCE DEVELOPMENT IN","Equity","0.01","18.45","120,595.00","2,224,977.75","2,224,977.75","Energy","BYM4Z79","US15136A1025","NASDAQ"
"USG","USG CORP","Equity","0.01","42.69","52,001.00","2,219,922.69","2,219,922.69","Industrials","2910602","US9032934054","New York Stock Exchange Inc."
"CLH","CLEAN HARBORS INC","Equity","0.01","65.62","33,794.00","2,217,562.28","2,217,562.28","Industrials","2202473","US1844961078","New York Stock Exchange Inc."
"RBC","REGAL BELOIT CORP","Equity","0.01","76.93","28,834.00","2,218,199.62","2,218,199.62","Industrials","2730082","US7587501039","New York Stock Exchange Inc."
"BOH","BANK OF HAWAII CORP.","Equity","0.01","79.60","27,724.00","2,206,830.40","2,206,830.40","Financials","2074070","US0625401098","New York Stock Exchange Inc."
"NAVI","NAVIENT CORP","Equity","0.01","12.63","173,840.00","2,195,599.20","2,195,599.20","Financials","BLP5GX1","US63938C1080","NASDAQ"
"TDS","TELEPHONE AND DATA SYSTEMS INC","Equity","0.01","35.24","61,858.00","2,179,875.92","2,179,875.92","Communication","B6YR5K3","US8794338298","New York Stock Exchange Inc."
"COHR","COHERENT INC","Equity","0.01","135.62","16,064.00","2,178,599.68","2,178,599.68","Information Technology","2208374","US1924791031","NASDAQ"
"CLGX","CORELOGIC INC","Equity","0.01","40.76","53,373.00","2,175,483.48","2,175,483.48","Information Technology","B5541Y2","US21871D1037","New York Stock Exchange Inc."
"HEI","HEICO CORP","Equity","0.01","87.90","24,722.00","2,173,063.80","2,173,063.80","Industrials","2419217","US4228061093","New York Stock Exchange Inc."
"TCO","TAUBMAN CENTERS REIT INC","Equity","0.01","55.62","38,960.00","2,166,955.20","2,166,955.20","Real Estate","2872252","US8766641034","New York Stock Exchange Inc."
"TRN","TRINITY INDUSTRIES INC","Equity","0.01","22.26","95,631.00","2,128,746.06","2,128,746.06","Industrials","2904627","US8965221091","New York Stock Exchange Inc."
"SMG","SCOTTS MIRACLE GRO","Equity","0.01","78.20","27,194.00","2,126,570.80","2,126,570.80","Materials","2781518","US8101861065","New York Stock Exchange Inc."
"UNIT","UNITI GROUP INC","Equity","0.01","19.86","106,911.00","2,123,252.46","2,123,252.46","Real Estate","BD6VBR1","US91325V1089","NASDAQ"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Equity","0.01","70.65","29,932.00","2,114,695.80","2,114,695.80","Industrials","B1FT462","US04247X1028","New York Stock Exchange Inc."
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.01","133.66","15,778.00","2,108,887.48","2,108,887.48","Financials","2311711","US29530P1021","NASDAQ"
"MANH","MANHATTAN ASSOCIATES INC","Equity","0.01","49.50","42,538.00","2,105,631.00","2,105,631.00","Information Technology","2239471","US5627501092","NASDAQ"
"CNX","CNX RESOURCES CORP","Equity","0.01","15.40","136,555.00","2,102,947.00","2,102,947.00","Energy","BF3FTF4","US12653C1080","New York Stock Exchange Inc."
"SCCO","SOUTHERN COPPER CORP","Equity","0.01","39.05","53,860.00","2,103,233.00","2,103,233.00","Materials","2823777","US84265V1052","New York Stock Exchange Inc."
